gene,inMod
evm.TU.chromosome_13.1580,1
evm.TU.chromosome_13.1581,1
evm.TU.chromosome_13.1582,1
evm.TU.chromosome_13.1583,1
evm.TU.chromosome_13.1584,0
evm.TU.chromosome_13.1585,0
evm.TU.chromosome_13.1586,0
evm.TU.chromosome_13.1587,0
evm.TU.chromosome_13.1588,1
evm.TU.chromosome_13.1590,1
evm.TU.chromosome_13.1591,0
evm.TU.chromosome_13.1594,1
evm.TU.chromosome_13.1595,1
evm.TU.chromosome_13.1596,0
evm.TU.chromosome_13.1597,1
evm.TU.chromosome_13.1598,1
evm.TU.chromosome_13.1599,1
evm.TU.chromosome_13.16,1
evm.TU.chromosome_13.1600,1
evm.TU.chromosome_13.1601,1
evm.TU.chromosome_13.1602,0
evm.TU.chromosome_13.1603,0
evm.TU.chromosome_13.1604,1
evm.TU.chromosome_13.1605,1
evm.TU.chromosome_13.1606,1
evm.TU.chromosome_13.1607,1
evm.TU.chromosome_13.1608,0
evm.TU.chromosome_13.1609,0
evm.TU.chromosome_13.1610,1
evm.TU.chromosome_13.1611,1
evm.TU.chromosome_13.1612,1
evm.TU.chromosome_13.1613,1
evm.TU.chromosome_13.1614,0
evm.TU.chromosome_13.1615,0
evm.TU.chromosome_13.1616,1
evm.TU.chromosome_13.1617,0
evm.TU.chromosome_13.1618,0
evm.TU.chromosome_13.1619,1
evm.TU.chromosome_13.1621,1
evm.TU.chromosome_13.1622,1
evm.TU.chromosome_13.1624,0
evm.TU.chromosome_13.1625,1
evm.TU.chromosome_13.1627,1
evm.TU.chromosome_13.1628,1
evm.TU.chromosome_13.1629,1
evm.TU.chromosome_13.1630,1
evm.TU.chromosome_13.1631,1
evm.TU.chromosome_13.1632,1
evm.TU.chromosome_13.1633,1
evm.TU.chromosome_13.1634,1
evm.TU.chromosome_13.1635,0
evm.TU.chromosome_13.1637,1
evm.TU.chromosome_13.1638,0
evm.TU.chromosome_13.1641,1
evm.TU.chromosome_13.1642,1
evm.TU.chromosome_13.1644,1
evm.TU.chromosome_13.1645,1
evm.TU.chromosome_13.1646,0
evm.TU.chromosome_13.1647,1
evm.TU.chromosome_13.1649_evm.TU.chromosome_13.1651,0
evm.TU.chromosome_13.165,1
evm.TU.chromosome_13.1652,1
evm.TU.chromosome_13.1653,1
evm.TU.chromosome_13.1654,1
evm.TU.chromosome_13.1655,1
evm.TU.chromosome_13.1656,1
evm.TU.chromosome_13.1657,1
evm.TU.chromosome_13.1658,1
evm.TU.chromosome_13.1659,0
evm.TU.chromosome_13.1660,1
evm.TU.chromosome_13.1661,0
evm.TU.chromosome_13.1662,0
evm.TU.chromosome_13.1663,1
evm.TU.chromosome_13.1664,0
evm.TU.chromosome_13.1665,1
evm.TU.chromosome_13.1666,1
evm.TU.chromosome_13.1667,1
evm.TU.chromosome_13.1668,1
evm.TU.chromosome_13.1669,0
evm.TU.chromosome_13.167,1
evm.TU.chromosome_13.1670,0
evm.TU.chromosome_13.1671,1
evm.TU.chromosome_13.1672,1
evm.TU.chromosome_13.1673,1
evm.TU.chromosome_13.1674,1
evm.TU.chromosome_13.1675,0
evm.TU.chromosome_13.1676,1
evm.TU.chromosome_13.1677,0
evm.TU.chromosome_13.1678,1
evm.TU.chromosome_13.1679,0
evm.TU.chromosome_13.168,1
evm.TU.chromosome_13.1680,1
evm.TU.chromosome_13.1682,1
evm.TU.chromosome_13.1683,1
evm.TU.chromosome_13.1684,0
evm.TU.chromosome_13.1685,0
evm.TU.chromosome_13.1686,1
evm.TU.chromosome_13.1687,1
evm.TU.chromosome_13.1688,1
evm.TU.chromosome_13.1689,0
evm.TU.chromosome_13.169,1
evm.TU.chromosome_13.1690,1
evm.TU.chromosome_13.1692,1
evm.TU.chromosome_13.1694,1
evm.TU.chromosome_13.1695,0
evm.TU.chromosome_13.1696,0
evm.TU.chromosome_13.1697,0
evm.TU.chromosome_13.1698,1
evm.TU.chromosome_13.1699,1
evm.TU.chromosome_13.17,0
evm.TU.chromosome_13.1701,0
evm.TU.chromosome_13.1702,1
evm.TU.chromosome_13.1703,1
evm.TU.chromosome_13.1704,0
evm.TU.chromosome_13.1705,1
evm.TU.chromosome_13.1706,0
evm.TU.chromosome_13.1707,0
evm.TU.chromosome_13.1708,1
evm.TU.chromosome_13.1709,0
evm.TU.chromosome_13.1710,0
evm.TU.chromosome_13.1711,1
evm.TU.chromosome_13.1712,0
evm.TU.chromosome_13.1713,0
evm.TU.chromosome_13.1714,0
evm.TU.chromosome_13.1715,1
evm.TU.chromosome_13.1716,0
evm.TU.chromosome_13.1718,0
evm.TU.chromosome_13.1719,0
evm.TU.chromosome_13.172,0
evm.TU.chromosome_13.1720,0
evm.TU.chromosome_13.1721,1
evm.TU.chromosome_13.1722,1
evm.TU.chromosome_13.1723,1
evm.TU.chromosome_13.1725,1
evm.TU.chromosome_13.1726,1
evm.TU.chromosome_13.1727,1
evm.TU.chromosome_13.1728,1
evm.TU.chromosome_13.173,1
evm.TU.chromosome_13.1735,1
evm.TU.chromosome_13.1736,0
evm.TU.chromosome_13.1737,1
evm.TU.chromosome_13.1738,0
evm.TU.chromosome_13.1739,0
evm.TU.chromosome_13.174,1
evm.TU.chromosome_13.1740,1
evm.TU.chromosome_13.1741,0
evm.TU.chromosome_13.1742,1
evm.TU.chromosome_13.1744,1
evm.TU.chromosome_13.1745,0
evm.TU.chromosome_13.1746,1
evm.TU.chromosome_13.1747,1
evm.TU.chromosome_13.1748,1
evm.TU.chromosome_13.1749,1
evm.TU.chromosome_13.175,0
evm.TU.chromosome_13.1750,1
evm.TU.chromosome_13.1751,0
evm.TU.chromosome_13.1752,1
evm.TU.chromosome_13.1753,1
evm.TU.chromosome_13.1758,1
evm.TU.chromosome_13.176,1
evm.TU.chromosome_13.1762,0
evm.TU.chromosome_13.1763,1
evm.TU.chromosome_13.1764,1
evm.TU.chromosome_13.1767,1
evm.TU.chromosome_13.1768,1
evm.TU.chromosome_13.1770,1
evm.TU.chromosome_13.1771,1
evm.TU.chromosome_13.1772,1
evm.TU.chromosome_13.1776,1
evm.TU.chromosome_13.1778,1
evm.TU.chromosome_13.1784,1
evm.TU.chromosome_13.1785,0
evm.TU.chromosome_13.1786,1
evm.TU.chromosome_13.1787,0
evm.TU.chromosome_13.1788,1
evm.TU.chromosome_13.1789,0
evm.TU.chromosome_13.179,0
evm.TU.chromosome_13.1790,0
evm.TU.chromosome_13.1791,1
evm.TU.chromosome_13.1792_evm.TU.chromosome_13.1793,1
evm.TU.chromosome_13.1794,1
evm.TU.chromosome_13.1795,0
evm.TU.chromosome_13.1796,1
evm.TU.chromosome_13.1797,1
evm.TU.chromosome_13.18,1
evm.TU.chromosome_13.180,1
evm.TU.chromosome_13.1800,0
evm.TU.chromosome_13.1801,0
evm.TU.chromosome_13.1803,0
evm.TU.chromosome_13.1807,0
evm.TU.chromosome_13.1809,0
evm.TU.chromosome_13.181,0
evm.TU.chromosome_13.1810,1
evm.TU.chromosome_13.1813,0
evm.TU.chromosome_13.1814,1
evm.TU.chromosome_13.1815,0
evm.TU.chromosome_13.1816,0
evm.TU.chromosome_13.1817,0
evm.TU.chromosome_13.1818,0
evm.TU.chromosome_13.1819,1
evm.TU.chromosome_13.182,0
evm.TU.chromosome_13.1820,1
evm.TU.chromosome_13.1821,1
evm.TU.chromosome_13.1822,0
evm.TU.chromosome_13.1823,1
evm.TU.chromosome_13.1828,1
evm.TU.chromosome_13.1829,1
evm.TU.chromosome_13.183,1
evm.TU.chromosome_13.1830,0
evm.TU.chromosome_13.1831,1
evm.TU.chromosome_13.1832,0
evm.TU.chromosome_13.1833,1
evm.TU.chromosome_13.1834,1
evm.TU.chromosome_13.1835,1
evm.TU.chromosome_13.1836,1
evm.TU.chromosome_13.1837,1
evm.TU.chromosome_13.1838,1
evm.TU.chromosome_13.1839,1
evm.TU.chromosome_13.184,1
evm.TU.chromosome_13.1840,1
evm.TU.chromosome_13.1842,1
evm.TU.chromosome_13.1843,1
evm.TU.chromosome_13.1844,1
evm.TU.chromosome_13.1845,1
evm.TU.chromosome_13.1848,1
evm.TU.chromosome_13.1849,1
evm.TU.chromosome_13.185,1
evm.TU.chromosome_13.1850,1
evm.TU.chromosome_13.1852,1
evm.TU.chromosome_13.1853,0
evm.TU.chromosome_13.1854,0
evm.TU.chromosome_13.1858,0
evm.TU.chromosome_13.1859,0
evm.TU.chromosome_13.186,0
evm.TU.chromosome_13.1860,1
evm.TU.chromosome_13.1861,1
evm.TU.chromosome_13.1862,0
evm.TU.chromosome_13.1863,1
evm.TU.chromosome_13.1864,0
evm.TU.chromosome_13.1865,1
evm.TU.chromosome_13.1868,1
evm.TU.chromosome_13.1869,1
evm.TU.chromosome_13.187,0
evm.TU.chromosome_13.1870,0
evm.TU.chromosome_13.1873,1
evm.TU.chromosome_13.1874,1
evm.TU.chromosome_13.1875,1
evm.TU.chromosome_13.1876,1
evm.TU.chromosome_13.1877,0
evm.TU.chromosome_13.1878,0
evm.TU.chromosome_13.1879,1
evm.TU.chromosome_13.1880,0
evm.TU.chromosome_13.1881,1
evm.TU.chromosome_13.1882,0
evm.TU.chromosome_13.1883,1
evm.TU.chromosome_13.1884,1
evm.TU.chromosome_13.1885,0
evm.TU.chromosome_13.1886,0
evm.TU.chromosome_13.1887,1
evm.TU.chromosome_13.1888,1
evm.TU.chromosome_13.189,0
evm.TU.chromosome_13.1892,1
evm.TU.chromosome_13.1893,1
evm.TU.chromosome_13.1894,1
evm.TU.chromosome_13.1895,0
evm.TU.chromosome_13.1896,0
evm.TU.chromosome_13.1898_evm.TU.chromosome_13.1897,1
evm.TU.chromosome_13.1899,0
evm.TU.chromosome_13.19,1
evm.TU.chromosome_13.190,1
evm.TU.chromosome_13.1900,1
evm.TU.chromosome_13.1901,1
evm.TU.chromosome_13.1902,0
evm.TU.chromosome_13.1903,0
evm.TU.chromosome_13.1904,1
evm.TU.chromosome_13.1905,1
evm.TU.chromosome_13.191,0
evm.TU.chromosome_13.1910,1
evm.TU.chromosome_13.1911,0
evm.TU.chromosome_13.1918,0
evm.TU.chromosome_13.1919,1
evm.TU.chromosome_13.192,1
evm.TU.chromosome_13.1921,1
evm.TU.chromosome_13.1922,1
evm.TU.chromosome_13.1923,0
evm.TU.chromosome_13.1925,1
evm.TU.chromosome_13.1926,1
evm.TU.chromosome_13.1927,0
evm.TU.chromosome_13.1928,1
evm.TU.chromosome_13.193,1
evm.TU.chromosome_13.1933_evm.TU.chromosome_13.1929_evm.TU.chromosome_13.1934,1
evm.TU.chromosome_13.1936,1
evm.TU.chromosome_13.1940,1
evm.TU.chromosome_13.1943,1
evm.TU.chromosome_13.1944,1
evm.TU.chromosome_13.1946,1
evm.TU.chromosome_13.1948,0
evm.TU.chromosome_13.1949,1
evm.TU.chromosome_13.195,0
evm.TU.chromosome_13.1951,1
evm.TU.chromosome_13.1953,1
evm.TU.chromosome_13.1954,1
evm.TU.chromosome_13.1955,1
evm.TU.chromosome_13.1956,1
evm.TU.chromosome_13.1957,1
evm.TU.chromosome_13.1958,1
evm.TU.chromosome_13.1959,1
evm.TU.chromosome_13.196,1
evm.TU.chromosome_13.1960,0
evm.TU.chromosome_13.1961,0
evm.TU.chromosome_13.1964,0
evm.TU.chromosome_13.1965,1
evm.TU.chromosome_13.1966,1
evm.TU.chromosome_13.1967,1
evm.TU.chromosome_13.1968,1
evm.TU.chromosome_13.197,1
evm.TU.chromosome_13.1972,1
evm.TU.chromosome_13.1975,1
evm.TU.chromosome_13.1976,1
evm.TU.chromosome_13.1977,0
evm.TU.chromosome_13.1978,1
evm.TU.chromosome_13.198,0
evm.TU.chromosome_13.1984_evm.TU.chromosome_13.1979,1
evm.TU.chromosome_13.1985,0
evm.TU.chromosome_13.1986,0
evm.TU.chromosome_13.1987,1
evm.TU.chromosome_13.1988,1
evm.TU.chromosome_13.1989,1
evm.TU.chromosome_13.199,1
evm.TU.chromosome_13.1992,0
evm.TU.chromosome_13.1994,1
evm.TU.chromosome_13.1995,0
evm.TU.chromosome_13.1997,1
evm.TU.chromosome_13.1998,0
evm.TU.chromosome_13.20,0
evm.TU.chromosome_13.200,1
evm.TU.chromosome_13.2001,1
evm.TU.chromosome_13.2002,1
evm.TU.chromosome_13.2003,1
evm.TU.chromosome_13.2004,1
evm.TU.chromosome_13.2005,1
evm.TU.chromosome_13.2006,1
evm.TU.chromosome_13.2009,1
evm.TU.chromosome_13.201,1
evm.TU.chromosome_13.2010,1
evm.TU.chromosome_13.2011,0
evm.TU.chromosome_13.2012,0
evm.TU.chromosome_13.2013,0
evm.TU.chromosome_13.2014,0
evm.TU.chromosome_13.2015,1
evm.TU.chromosome_13.2016,0
evm.TU.chromosome_13.2017,1
evm.TU.chromosome_13.202,1
evm.TU.chromosome_13.2020,1
evm.TU.chromosome_13.2021,0
evm.TU.chromosome_13.2022,0
evm.TU.chromosome_13.2023,0
evm.TU.chromosome_13.2024,0
evm.TU.chromosome_13.2025,0
evm.TU.chromosome_13.2026,1
evm.TU.chromosome_13.2027,0
evm.TU.chromosome_13.2028,1
evm.TU.chromosome_13.203,1
evm.TU.chromosome_13.2031,1
evm.TU.chromosome_13.2032,1
evm.TU.chromosome_13.2033,0
evm.TU.chromosome_13.2035,1
evm.TU.chromosome_13.2039,1
evm.TU.chromosome_13.204,0
evm.TU.chromosome_13.2042,1
evm.TU.chromosome_13.2046,0
evm.TU.chromosome_13.2048,1
evm.TU.chromosome_13.205,1
evm.TU.chromosome_13.2051,0
evm.TU.chromosome_13.2052,0
evm.TU.chromosome_13.2054,1
evm.TU.chromosome_13.2055,1
evm.TU.chromosome_13.206,1
evm.TU.chromosome_13.2061,0
evm.TU.chromosome_13.2064,1
evm.TU.chromosome_13.2066,1
evm.TU.chromosome_13.2067,1
evm.TU.chromosome_13.2069,1
evm.TU.chromosome_13.207,1
evm.TU.chromosome_13.2070,1
evm.TU.chromosome_13.2076,0
evm.TU.chromosome_13.2077,1
evm.TU.chromosome_13.2078,1
evm.TU.chromosome_13.2079,1
evm.TU.chromosome_13.208,1
evm.TU.chromosome_13.2080,1
evm.TU.chromosome_13.2081,1
evm.TU.chromosome_13.2083,0
evm.TU.chromosome_13.2084,1
evm.TU.chromosome_13.2085,1
evm.TU.chromosome_13.2086,0
evm.TU.chromosome_13.2087,1
evm.TU.chromosome_13.2089,0
evm.TU.chromosome_13.209,1
evm.TU.chromosome_13.2090,0
evm.TU.chromosome_13.2091,0
evm.TU.chromosome_13.2092,0
evm.TU.chromosome_13.2093,1
evm.TU.chromosome_13.2094,1
evm.TU.chromosome_13.2099,1
evm.TU.chromosome_13.21,1
evm.TU.chromosome_13.210,1
evm.TU.chromosome_13.2100,1
evm.TU.chromosome_13.2101,1
evm.TU.chromosome_13.2102,0
evm.TU.chromosome_13.2103,1
evm.TU.chromosome_13.2104,0
evm.TU.chromosome_13.2105,0
evm.TU.chromosome_13.2106,0
evm.TU.chromosome_13.2107,1
evm.TU.chromosome_13.2108,1
evm.TU.chromosome_13.2109,1
evm.TU.chromosome_13.211,1
evm.TU.chromosome_13.2110,0
evm.TU.chromosome_13.2111,1
evm.TU.chromosome_13.2116,1
evm.TU.chromosome_13.2117,0
evm.TU.chromosome_13.2118,1
evm.TU.chromosome_13.2119,1
evm.TU.chromosome_13.212,1
evm.TU.chromosome_13.2120,1
evm.TU.chromosome_13.2121,0
evm.TU.chromosome_13.2122,1
evm.TU.chromosome_13.2123,1
evm.TU.chromosome_13.2125,0
evm.TU.chromosome_13.2126,0
evm.TU.chromosome_13.2127,0
evm.TU.chromosome_13.2128,0
evm.TU.chromosome_13.2129,1
evm.TU.chromosome_13.213,1
evm.TU.chromosome_13.2130,1
evm.TU.chromosome_13.2133,0
evm.TU.chromosome_13.2134,1
evm.TU.chromosome_13.2135,0
evm.TU.chromosome_13.2136,1
evm.TU.chromosome_13.2138,1
evm.TU.chromosome_13.2139,0
evm.TU.chromosome_13.2140,1
evm.TU.chromosome_13.2141,1
evm.TU.chromosome_13.2143,1
evm.TU.chromosome_13.2145,1
evm.TU.chromosome_13.2146,1
evm.TU.chromosome_13.2147,0
evm.TU.chromosome_13.2148,1
evm.TU.chromosome_13.2149,1
evm.TU.chromosome_13.215,1
evm.TU.chromosome_13.2150,1
evm.TU.chromosome_13.2151,1
evm.TU.chromosome_13.2153,0
evm.TU.chromosome_13.2155,1
evm.TU.chromosome_13.2156,1
evm.TU.chromosome_13.2157,0
evm.TU.chromosome_13.2158,0
evm.TU.chromosome_13.2159,1
evm.TU.chromosome_13.216,0
evm.TU.chromosome_13.2160,1
evm.TU.chromosome_13.2161,0
evm.TU.chromosome_13.2162,1
evm.TU.chromosome_13.2163,0
evm.TU.chromosome_13.2164,1
evm.TU.chromosome_13.2165,1
evm.TU.chromosome_13.2166,1
evm.TU.chromosome_13.2167,0
evm.TU.chromosome_13.2168,0
evm.TU.chromosome_13.2169,1
evm.TU.chromosome_13.217,1
evm.TU.chromosome_13.2170,1
evm.TU.chromosome_13.2171,1
evm.TU.chromosome_13.2172,1
evm.TU.chromosome_13.2173,1
evm.TU.chromosome_13.2174,1
evm.TU.chromosome_13.2175,1
evm.TU.chromosome_13.2176,1
evm.TU.chromosome_13.2177,1
evm.TU.chromosome_13.2178,1
evm.TU.chromosome_13.2179,1
evm.TU.chromosome_13.218,1
evm.TU.chromosome_13.2180,1
evm.TU.chromosome_13.2181,0
evm.TU.chromosome_13.2184,1
evm.TU.chromosome_13.2185,1
evm.TU.chromosome_13.2186,1
evm.TU.chromosome_13.2187,1
evm.TU.chromosome_13.2188,1
evm.TU.chromosome_13.219,1
evm.TU.chromosome_13.2190,1
evm.TU.chromosome_13.2191,1
evm.TU.chromosome_13.2192,1
evm.TU.chromosome_13.2193,0
evm.TU.chromosome_13.2197,1
evm.TU.chromosome_13.2198,1
evm.TU.chromosome_13.2199,1
evm.TU.chromosome_13.22,1
evm.TU.chromosome_13.220,0
evm.TU.chromosome_13.2200,1
evm.TU.chromosome_13.2201,1
evm.TU.chromosome_13.2202,0
evm.TU.chromosome_13.2203,1
evm.TU.chromosome_13.2204,1
evm.TU.chromosome_13.2205,1
evm.TU.chromosome_13.2206,1
evm.TU.chromosome_13.2207,1
evm.TU.chromosome_13.2208,1
evm.TU.chromosome_13.2209,1
evm.TU.chromosome_13.221,1
evm.TU.chromosome_13.2210,0
evm.TU.chromosome_13.2212,0
evm.TU.chromosome_13.2213,0
evm.TU.chromosome_13.2214,1
evm.TU.chromosome_13.2215,0
evm.TU.chromosome_13.2216,0
evm.TU.chromosome_13.2218,1
evm.TU.chromosome_13.2219,1
evm.TU.chromosome_13.222,0
evm.TU.chromosome_13.2220,1
evm.TU.chromosome_13.2223,1
evm.TU.chromosome_13.2225,1
evm.TU.chromosome_13.2226,0
evm.TU.chromosome_13.2227,1
evm.TU.chromosome_13.2228,1
evm.TU.chromosome_13.2229,1
evm.TU.chromosome_13.223,0
evm.TU.chromosome_13.2230,1
evm.TU.chromosome_13.2231,1
evm.TU.chromosome_13.2232,1
evm.TU.chromosome_13.2233,1
evm.TU.chromosome_13.2234,1
evm.TU.chromosome_13.2235,1
evm.TU.chromosome_13.2236,1
evm.TU.chromosome_13.2237,1
evm.TU.chromosome_13.2238,0
evm.TU.chromosome_13.2239,0
evm.TU.chromosome_13.224,0
evm.TU.chromosome_13.2240,1
evm.TU.chromosome_13.2241,1
evm.TU.chromosome_13.2247,1
evm.TU.chromosome_13.2248,1
evm.TU.chromosome_13.2249,1
evm.TU.chromosome_13.225,1
evm.TU.chromosome_13.2251,1
evm.TU.chromosome_13.2254,1
evm.TU.chromosome_13.226,1
evm.TU.chromosome_13.2261,1
evm.TU.chromosome_13.2262,1
evm.TU.chromosome_13.2263,0
evm.TU.chromosome_13.2264,1
evm.TU.chromosome_13.2265,0
evm.TU.chromosome_13.2267,1
evm.TU.chromosome_13.2268,0
evm.TU.chromosome_13.2269,1
evm.TU.chromosome_13.227,0
evm.TU.chromosome_13.2270,1
evm.TU.chromosome_13.2271,1
evm.TU.chromosome_13.2272,1
evm.TU.chromosome_13.2273,1
evm.TU.chromosome_13.2274,1
evm.TU.chromosome_13.2275,0
evm.TU.chromosome_13.2276,0
evm.TU.chromosome_13.2277,1
evm.TU.chromosome_13.2278,0
evm.TU.chromosome_13.2279,1
evm.TU.chromosome_13.228,1
evm.TU.chromosome_13.2280,1
evm.TU.chromosome_13.2281,0
evm.TU.chromosome_13.2282,1
evm.TU.chromosome_13.2283,1
evm.TU.chromosome_13.2284,1
evm.TU.chromosome_13.2285,0
evm.TU.chromosome_13.2286,0
evm.TU.chromosome_13.2287,1
evm.TU.chromosome_13.2288,0
evm.TU.chromosome_13.2289,0
evm.TU.chromosome_13.229,0
evm.TU.chromosome_13.2290,1
evm.TU.chromosome_13.2291,1
evm.TU.chromosome_13.2292,1
evm.TU.chromosome_13.2293,1
evm.TU.chromosome_13.2294,0
evm.TU.chromosome_13.2295,0
evm.TU.chromosome_13.2297,1
evm.TU.chromosome_13.2299,1
evm.TU.chromosome_13.23,0
evm.TU.chromosome_13.230,0
evm.TU.chromosome_13.2300,1
evm.TU.chromosome_13.2301,1
evm.TU.chromosome_13.2303,1
evm.TU.chromosome_13.2304,1
evm.TU.chromosome_13.2308,1
evm.TU.chromosome_13.231,1
evm.TU.chromosome_13.2311,1
evm.TU.chromosome_13.2313,1
evm.TU.chromosome_13.2316,1
evm.TU.chromosome_13.2317,1
evm.TU.chromosome_13.2318,1
evm.TU.chromosome_13.2319,1
evm.TU.chromosome_13.232,0
evm.TU.chromosome_13.2320,1
evm.TU.chromosome_13.2325,1
evm.TU.chromosome_13.2327,1
evm.TU.chromosome_13.2328,1
evm.TU.chromosome_13.233,1
evm.TU.chromosome_13.2331,1
evm.TU.chromosome_13.2332,1
evm.TU.chromosome_13.2334,1
evm.TU.chromosome_13.2335,1
evm.TU.chromosome_13.2336,1
evm.TU.chromosome_13.2337,1
evm.TU.chromosome_13.2338,0
evm.TU.chromosome_13.2339,0
evm.TU.chromosome_13.234,1
evm.TU.chromosome_13.2340,1
evm.TU.chromosome_13.2341,1
evm.TU.chromosome_13.2344,1
evm.TU.chromosome_13.2348,1
evm.TU.chromosome_13.235,0
evm.TU.chromosome_13.2351,0
evm.TU.chromosome_13.2352,1
evm.TU.chromosome_13.2353,0
evm.TU.chromosome_13.2354,0
evm.TU.chromosome_13.2355,1
evm.TU.chromosome_13.2356,1
evm.TU.chromosome_13.2357,0
evm.TU.chromosome_13.2358,1
evm.TU.chromosome_13.236,1
evm.TU.chromosome_13.2360,0
evm.TU.chromosome_13.2361,0
evm.TU.chromosome_13.2362,1
evm.TU.chromosome_13.2363,1
evm.TU.chromosome_13.2364,1
evm.TU.chromosome_13.2365,0
evm.TU.chromosome_13.2366,1
evm.TU.chromosome_13.2367,1
evm.TU.chromosome_13.2368,1
evm.TU.chromosome_13.2369,1
evm.TU.chromosome_13.237,1
evm.TU.chromosome_13.2370,0
evm.TU.chromosome_13.2371,1
evm.TU.chromosome_13.2372,1
evm.TU.chromosome_13.2373,1
evm.TU.chromosome_13.2374,1
evm.TU.chromosome_13.2375,0
evm.TU.chromosome_13.2377,0
evm.TU.chromosome_13.2378,0
evm.TU.chromosome_13.2379,0
evm.TU.chromosome_13.238,1
evm.TU.chromosome_13.2380,0
evm.TU.chromosome_13.2383,0
evm.TU.chromosome_13.2386,1
evm.TU.chromosome_13.2387,1
evm.TU.chromosome_13.2388,0
evm.TU.chromosome_13.2389,1
evm.TU.chromosome_13.239,0
evm.TU.chromosome_13.2390,0
evm.TU.chromosome_13.2391,1
evm.TU.chromosome_13.2393,0
evm.TU.chromosome_13.2394,1
evm.TU.chromosome_13.2395,1
evm.TU.chromosome_13.2396,1
evm.TU.chromosome_13.2397,1
evm.TU.chromosome_13.2398,1
evm.TU.chromosome_13.2399,0
evm.TU.chromosome_13.24,0
evm.TU.chromosome_13.240,1
evm.TU.chromosome_13.2400,1
evm.TU.chromosome_13.2401,0
evm.TU.chromosome_13.2402,0
evm.TU.chromosome_13.2403,1
evm.TU.chromosome_13.2404,1
evm.TU.chromosome_13.2406,0
evm.TU.chromosome_13.2407,0
evm.TU.chromosome_13.2408,0
evm.TU.chromosome_13.2409,1
evm.TU.chromosome_13.2410,0
evm.TU.chromosome_13.2411,1
evm.TU.chromosome_13.2413,1
evm.TU.chromosome_13.2417,1
evm.TU.chromosome_13.2418,1
evm.TU.chromosome_13.2419,1
evm.TU.chromosome_13.2420,1
evm.TU.chromosome_13.2422,1
evm.TU.chromosome_13.2423,1
evm.TU.chromosome_13.2425,0
evm.TU.chromosome_13.2426,1
evm.TU.chromosome_13.2427,0
evm.TU.chromosome_13.2429,1
evm.TU.chromosome_13.243,0
evm.TU.chromosome_13.2430,0
evm.TU.chromosome_13.2431,0
evm.TU.chromosome_13.2433,0
evm.TU.chromosome_13.2434,0
evm.TU.chromosome_13.2435,1
evm.TU.chromosome_13.2436,0
evm.TU.chromosome_13.2437,1
evm.TU.chromosome_13.2438,1
evm.TU.chromosome_13.2439,1
evm.TU.chromosome_13.2440,1
evm.TU.chromosome_13.2441,1
evm.TU.chromosome_13.2450,1
evm.TU.chromosome_13.2451,1
evm.TU.chromosome_13.2453,1
evm.TU.chromosome_13.2454,0
evm.TU.chromosome_13.2459,1
evm.TU.chromosome_13.2462,1
evm.TU.chromosome_13.2469,1
evm.TU.chromosome_13.247,1
evm.TU.chromosome_13.2470,1
evm.TU.chromosome_13.2471,1
evm.TU.chromosome_13.2472,0
evm.TU.chromosome_13.2473,0
evm.TU.chromosome_13.2474,0
evm.TU.chromosome_13.2475,1
evm.TU.chromosome_13.2476,1
evm.TU.chromosome_13.2477,1
evm.TU.chromosome_13.2478,1
evm.TU.chromosome_13.2479,1
evm.TU.chromosome_13.2480,1
evm.TU.chromosome_13.2481,1
evm.TU.chromosome_13.2482,1
evm.TU.chromosome_13.2483,1
evm.TU.chromosome_13.2484,1
evm.TU.chromosome_13.2485,0
evm.TU.chromosome_13.2486,1
evm.TU.chromosome_13.2487,0
evm.TU.chromosome_13.2488,0
evm.TU.chromosome_13.2489,1
evm.TU.chromosome_13.2490,0
evm.TU.chromosome_13.2491,0
evm.TU.chromosome_13.2492,1
evm.TU.chromosome_13.2493,1
evm.TU.chromosome_13.2494,1
evm.TU.chromosome_13.2495,0
evm.TU.chromosome_13.2496,0
evm.TU.chromosome_13.2497,0
evm.TU.chromosome_13.2498,1
evm.TU.chromosome_13.25,0
evm.TU.chromosome_13.2500,1
evm.TU.chromosome_13.2501,1
evm.TU.chromosome_13.2502,1
evm.TU.chromosome_13.2503,0
evm.TU.chromosome_13.2504,1
evm.TU.chromosome_13.2505,0
evm.TU.chromosome_13.2506,1
evm.TU.chromosome_13.2507,1
evm.TU.chromosome_13.2508,1
evm.TU.chromosome_13.2509,1
evm.TU.chromosome_13.2510,1
evm.TU.chromosome_13.2511,0
evm.TU.chromosome_13.2512,0
evm.TU.chromosome_13.2513,1
evm.TU.chromosome_13.2514,1
evm.TU.chromosome_13.2515,0
evm.TU.chromosome_13.2516,0
evm.TU.chromosome_13.2517,1
evm.TU.chromosome_13.2518,1
evm.TU.chromosome_13.252,1
evm.TU.chromosome_13.2520,0
evm.TU.chromosome_13.2521,0
evm.TU.chromosome_13.2522,0
evm.TU.chromosome_13.2523,0
evm.TU.chromosome_13.2524,1
evm.TU.chromosome_13.2525,0
evm.TU.chromosome_13.2526,0
evm.TU.chromosome_13.2527,0
evm.TU.chromosome_13.2528,1
evm.TU.chromosome_13.2529,1
evm.TU.chromosome_13.253,1
evm.TU.chromosome_13.2530,1
evm.TU.chromosome_13.2531,1
evm.TU.chromosome_13.2532,1
evm.TU.chromosome_13.2534,0
evm.TU.chromosome_13.2535,1
