gene,inMod
evm.TU.chromosome_14.6022,1
evm.TU.chromosome_14.6023,1
evm.TU.chromosome_14.6024,1
evm.TU.chromosome_14.6025,0
evm.TU.chromosome_14.6026,0
evm.TU.chromosome_14.6027,1
evm.TU.chromosome_14.6028,0
evm.TU.chromosome_14.6029,1
evm.TU.chromosome_14.603,0
evm.TU.chromosome_14.6030,1
evm.TU.chromosome_14.6031,1
evm.TU.chromosome_14.6032,1
evm.TU.chromosome_14.6033,0
evm.TU.chromosome_14.6034,1
evm.TU.chromosome_14.6035,0
evm.TU.chromosome_14.6036,1
evm.TU.chromosome_14.6037,1
evm.TU.chromosome_14.6038,1
evm.TU.chromosome_14.604,1
evm.TU.chromosome_14.6040,1
evm.TU.chromosome_14.6046,1
evm.TU.chromosome_14.6047,1
evm.TU.chromosome_14.6048,0
evm.TU.chromosome_14.6049,1
evm.TU.chromosome_14.6050,1
evm.TU.chromosome_14.6052,0
evm.TU.chromosome_14.6053,1
evm.TU.chromosome_14.6058,1
evm.TU.chromosome_14.6059,1
evm.TU.chromosome_14.606,1
evm.TU.chromosome_14.6062,1
evm.TU.chromosome_14.6066,1
evm.TU.chromosome_14.6071,1
evm.TU.chromosome_14.6073,1
evm.TU.chromosome_14.6075,0
evm.TU.chromosome_14.6079,0
evm.TU.chromosome_14.608,0
evm.TU.chromosome_14.6083,1
evm.TU.chromosome_14.6084,1
evm.TU.chromosome_14.6085,1
evm.TU.chromosome_14.6086,0
evm.TU.chromosome_14.6087_evm.TU.chromosome_14.6088,0
evm.TU.chromosome_14.6089,1
evm.TU.chromosome_14.6090,0
evm.TU.chromosome_14.6091,1
evm.TU.chromosome_14.6092,1
evm.TU.chromosome_14.6093,0
evm.TU.chromosome_14.6094,0
evm.TU.chromosome_14.6095,0
evm.TU.chromosome_14.6096,1
evm.TU.chromosome_14.6097,1
evm.TU.chromosome_14.6098,1
evm.TU.chromosome_14.6099,0
evm.TU.chromosome_14.61,0
evm.TU.chromosome_14.610,1
evm.TU.chromosome_14.6100,1
evm.TU.chromosome_14.6101,1
evm.TU.chromosome_14.6102,1
evm.TU.chromosome_14.6103,0
evm.TU.chromosome_14.6104,0
evm.TU.chromosome_14.6105,1
evm.TU.chromosome_14.6106,1
evm.TU.chromosome_14.6107,1
evm.TU.chromosome_14.611,1
evm.TU.chromosome_14.6111,1
evm.TU.chromosome_14.6112,1
evm.TU.chromosome_14.6114,1
evm.TU.chromosome_14.6115,1
evm.TU.chromosome_14.6116,1
evm.TU.chromosome_14.6117,1
evm.TU.chromosome_14.6118,1
evm.TU.chromosome_14.612,0
evm.TU.chromosome_14.6120,0
evm.TU.chromosome_14.6121,0
evm.TU.chromosome_14.6122,1
evm.TU.chromosome_14.6123,1
evm.TU.chromosome_14.6124,1
evm.TU.chromosome_14.6125,0
evm.TU.chromosome_14.6126,0
evm.TU.chromosome_14.6127,1
evm.TU.chromosome_14.6128,1
evm.TU.chromosome_14.6129,1
evm.TU.chromosome_14.613,1
evm.TU.chromosome_14.6130,1
evm.TU.chromosome_14.6131,1
evm.TU.chromosome_14.6132,1
evm.TU.chromosome_14.6136,1
evm.TU.chromosome_14.6137,1
evm.TU.chromosome_14.6138,0
evm.TU.chromosome_14.6139,1
evm.TU.chromosome_14.614,1
evm.TU.chromosome_14.6140,1
evm.TU.chromosome_14.6141,1
evm.TU.chromosome_14.6142,0
evm.TU.chromosome_14.6143,1
evm.TU.chromosome_14.6144,0
evm.TU.chromosome_14.6145,0
evm.TU.chromosome_14.6146,1
evm.TU.chromosome_14.6147,1
evm.TU.chromosome_14.6149,1
evm.TU.chromosome_14.615,0
evm.TU.chromosome_14.6150,1
evm.TU.chromosome_14.6151,0
evm.TU.chromosome_14.6152,1
evm.TU.chromosome_14.6153,0
evm.TU.chromosome_14.6154,1
evm.TU.chromosome_14.6155,1
evm.TU.chromosome_14.6158,0
evm.TU.chromosome_14.6159,1
evm.TU.chromosome_14.616,1
evm.TU.chromosome_14.6160,0
evm.TU.chromosome_14.6161,1
evm.TU.chromosome_14.6162,1
evm.TU.chromosome_14.6163,1
evm.TU.chromosome_14.6164,1
evm.TU.chromosome_14.6165,0
evm.TU.chromosome_14.6166,1
evm.TU.chromosome_14.6167,1
evm.TU.chromosome_14.617,0
evm.TU.chromosome_14.6172,1
evm.TU.chromosome_14.6173,1
evm.TU.chromosome_14.6174,1
evm.TU.chromosome_14.6178,1
evm.TU.chromosome_14.6179,1
evm.TU.chromosome_14.618,1
evm.TU.chromosome_14.6180,0
evm.TU.chromosome_14.6181,1
evm.TU.chromosome_14.6182_evm.TU.chromosome_14.6183,1
evm.TU.chromosome_14.6184,1
evm.TU.chromosome_14.6186,1
evm.TU.chromosome_14.6187,1
evm.TU.chromosome_14.6188,0
evm.TU.chromosome_14.6189,1
evm.TU.chromosome_14.6190,1
evm.TU.chromosome_14.6191,1
evm.TU.chromosome_14.6192,0
evm.TU.chromosome_14.6193,1
evm.TU.chromosome_14.6194,1
evm.TU.chromosome_14.6195,0
evm.TU.chromosome_14.6196,1
evm.TU.chromosome_14.6197,0
evm.TU.chromosome_14.6198,1
evm.TU.chromosome_14.6199,1
evm.TU.chromosome_14.62,1
evm.TU.chromosome_14.6200,1
evm.TU.chromosome_14.6201,0
evm.TU.chromosome_14.6202,1
evm.TU.chromosome_14.6203,1
evm.TU.chromosome_14.6206,1
evm.TU.chromosome_14.6207,0
evm.TU.chromosome_14.6208,1
evm.TU.chromosome_14.6209,1
evm.TU.chromosome_14.621,0
evm.TU.chromosome_14.6210,1
evm.TU.chromosome_14.6211,1
evm.TU.chromosome_14.6212,0
evm.TU.chromosome_14.6213,0
evm.TU.chromosome_14.6214,0
evm.TU.chromosome_14.6215,1
evm.TU.chromosome_14.6217,1
evm.TU.chromosome_14.6218,1
evm.TU.chromosome_14.6219,1
evm.TU.chromosome_14.622,1
evm.TU.chromosome_14.6220,1
evm.TU.chromosome_14.6221,1
evm.TU.chromosome_14.6222,0
evm.TU.chromosome_14.6223,0
evm.TU.chromosome_14.6224,1
evm.TU.chromosome_14.6225,1
evm.TU.chromosome_14.6226_evm.TU.chromosome_14.6230,0
evm.TU.chromosome_14.6231,0
evm.TU.chromosome_14.6232,1
evm.TU.chromosome_14.6233,1
evm.TU.chromosome_14.6234,1
evm.TU.chromosome_14.6236,1
evm.TU.chromosome_14.6237,1
evm.TU.chromosome_14.6238,1
evm.TU.chromosome_14.6239,1
evm.TU.chromosome_14.624,1
evm.TU.chromosome_14.6240,1
evm.TU.chromosome_14.6241,1
evm.TU.chromosome_14.6243,1
evm.TU.chromosome_14.6245,1
evm.TU.chromosome_14.6246,1
evm.TU.chromosome_14.6248,1
evm.TU.chromosome_14.625,1
evm.TU.chromosome_14.6254,1
evm.TU.chromosome_14.6256,1
evm.TU.chromosome_14.6257,1
evm.TU.chromosome_14.6258,1
evm.TU.chromosome_14.6259,1
evm.TU.chromosome_14.6260,1
evm.TU.chromosome_14.6261,0
evm.TU.chromosome_14.6263,1
evm.TU.chromosome_14.6264,1
evm.TU.chromosome_14.6265,0
evm.TU.chromosome_14.6266,1
evm.TU.chromosome_14.6267,0
evm.TU.chromosome_14.6268,0
evm.TU.chromosome_14.6269,0
evm.TU.chromosome_14.627,1
evm.TU.chromosome_14.6270,0
evm.TU.chromosome_14.6271,0
evm.TU.chromosome_14.6273,1
evm.TU.chromosome_14.6274,1
evm.TU.chromosome_14.6275,0
evm.TU.chromosome_14.6276,1
evm.TU.chromosome_14.6277,1
evm.TU.chromosome_14.6278,0
evm.TU.chromosome_14.6279,0
evm.TU.chromosome_14.628,1
evm.TU.chromosome_14.6280,1
evm.TU.chromosome_14.6281,1
evm.TU.chromosome_14.6282,1
evm.TU.chromosome_14.6283,1
evm.TU.chromosome_14.6284,0
evm.TU.chromosome_14.6285_evm.TU.chromosome_14.6286,1
evm.TU.chromosome_14.6287,1
evm.TU.chromosome_14.6288,1
evm.TU.chromosome_14.6289,1
evm.TU.chromosome_14.629,1
evm.TU.chromosome_14.6290,1
evm.TU.chromosome_14.6291,1
evm.TU.chromosome_14.6292,0
evm.TU.chromosome_14.6293,1
evm.TU.chromosome_14.6294,0
evm.TU.chromosome_14.6295,1
evm.TU.chromosome_14.6296,1
evm.TU.chromosome_14.6297,1
evm.TU.chromosome_14.6298,1
evm.TU.chromosome_14.6299,1
evm.TU.chromosome_14.630,0
evm.TU.chromosome_14.6300,1
evm.TU.chromosome_14.6301,0
evm.TU.chromosome_14.6302,1
evm.TU.chromosome_14.6303,0
evm.TU.chromosome_14.6304,1
evm.TU.chromosome_14.6305,1
evm.TU.chromosome_14.6306,1
evm.TU.chromosome_14.6307,0
evm.TU.chromosome_14.6308,1
evm.TU.chromosome_14.6309,1
evm.TU.chromosome_14.631,0
evm.TU.chromosome_14.6310,1
evm.TU.chromosome_14.6312,0
evm.TU.chromosome_14.6313,1
evm.TU.chromosome_14.6316,1
evm.TU.chromosome_14.6317,1
evm.TU.chromosome_14.6318,1
evm.TU.chromosome_14.6319,0
evm.TU.chromosome_14.632,1
evm.TU.chromosome_14.6321,1
evm.TU.chromosome_14.6322,1
evm.TU.chromosome_14.6323,1
evm.TU.chromosome_14.6326,1
evm.TU.chromosome_14.633,0
evm.TU.chromosome_14.6330,0
evm.TU.chromosome_14.6331,0
evm.TU.chromosome_14.6334,1
evm.TU.chromosome_14.6335,1
evm.TU.chromosome_14.6336,1
evm.TU.chromosome_14.6337,1
evm.TU.chromosome_14.634,1
evm.TU.chromosome_14.6342,0
evm.TU.chromosome_14.6343,1
evm.TU.chromosome_14.6344,0
evm.TU.chromosome_14.6345,0
evm.TU.chromosome_14.6347,1
evm.TU.chromosome_14.635,1
evm.TU.chromosome_14.6350,0
evm.TU.chromosome_14.6353,1
evm.TU.chromosome_14.6354,0
evm.TU.chromosome_14.6355,0
evm.TU.chromosome_14.6356,1
evm.TU.chromosome_14.6357,1
evm.TU.chromosome_14.6358,1
evm.TU.chromosome_14.6359,1
evm.TU.chromosome_14.636,1
evm.TU.chromosome_14.6362,1
evm.TU.chromosome_14.6363,0
evm.TU.chromosome_14.6364,1
evm.TU.chromosome_14.6365,0
evm.TU.chromosome_14.6367,0
evm.TU.chromosome_14.6368,1
evm.TU.chromosome_14.6369,0
evm.TU.chromosome_14.637,0
evm.TU.chromosome_14.6370,0
evm.TU.chromosome_14.6371,1
evm.TU.chromosome_14.6372,1
evm.TU.chromosome_14.6373,0
evm.TU.chromosome_14.6374,1
evm.TU.chromosome_14.6375,1
evm.TU.chromosome_14.6377,1
evm.TU.chromosome_14.6378,1
evm.TU.chromosome_14.638,1
evm.TU.chromosome_14.6380,0
evm.TU.chromosome_14.6381,1
evm.TU.chromosome_14.6382,0
evm.TU.chromosome_14.6383,1
evm.TU.chromosome_14.6384,0
evm.TU.chromosome_14.6385,0
evm.TU.chromosome_14.6386,0
evm.TU.chromosome_14.6387,1
evm.TU.chromosome_14.6388,1
evm.TU.chromosome_14.6389,0
evm.TU.chromosome_14.639,0
evm.TU.chromosome_14.6390,1
evm.TU.chromosome_14.6391,1
evm.TU.chromosome_14.6392,0
evm.TU.chromosome_14.6393,1
evm.TU.chromosome_14.6394,1
evm.TU.chromosome_14.6395,1
evm.TU.chromosome_14.6398,0
evm.TU.chromosome_14.6399,1
evm.TU.chromosome_14.64,0
evm.TU.chromosome_14.640,0
evm.TU.chromosome_14.6400,1
evm.TU.chromosome_14.6401,1
evm.TU.chromosome_14.6402,0
evm.TU.chromosome_14.6403,1
evm.TU.chromosome_14.6404,1
evm.TU.chromosome_14.6405,1
evm.TU.chromosome_14.6406,1
evm.TU.chromosome_14.6407,1
evm.TU.chromosome_14.6408,1
evm.TU.chromosome_14.6409,1
evm.TU.chromosome_14.641,1
evm.TU.chromosome_14.6410,1
evm.TU.chromosome_14.6411,1
evm.TU.chromosome_14.6412,0
evm.TU.chromosome_14.6413,0
evm.TU.chromosome_14.6414,0
evm.TU.chromosome_14.6415,1
evm.TU.chromosome_14.6416,0
evm.TU.chromosome_14.6418,1
evm.TU.chromosome_14.6419,0
evm.TU.chromosome_14.642,1
evm.TU.chromosome_14.6420,1
evm.TU.chromosome_14.6421,1
evm.TU.chromosome_14.6422,1
evm.TU.chromosome_14.6423,1
evm.TU.chromosome_14.6424,1
evm.TU.chromosome_14.6425,1
evm.TU.chromosome_14.6426,1
evm.TU.chromosome_14.6427,1
evm.TU.chromosome_14.6428,1
evm.TU.chromosome_14.6429,0
evm.TU.chromosome_14.643,0
evm.TU.chromosome_14.6430,1
evm.TU.chromosome_14.6431,0
evm.TU.chromosome_14.6432,0
evm.TU.chromosome_14.6434,1
evm.TU.chromosome_14.6435,0
evm.TU.chromosome_14.6437,1
evm.TU.chromosome_14.6438,0
evm.TU.chromosome_14.644,0
evm.TU.chromosome_14.6440,1
evm.TU.chromosome_14.6441,1
evm.TU.chromosome_14.6442,0
evm.TU.chromosome_14.6443,0
evm.TU.chromosome_14.6444,1
evm.TU.chromosome_14.6445,1
evm.TU.chromosome_14.6447,1
evm.TU.chromosome_14.6448,0
evm.TU.chromosome_14.6449,1
evm.TU.chromosome_14.645,0
evm.TU.chromosome_14.6450,0
evm.TU.chromosome_14.6453,0
evm.TU.chromosome_14.6454,0
evm.TU.chromosome_14.6455,0
evm.TU.chromosome_14.6456,1
evm.TU.chromosome_14.6457,1
evm.TU.chromosome_14.6458,1
evm.TU.chromosome_14.6459,0
evm.TU.chromosome_14.646,0
evm.TU.chromosome_14.6460,0
evm.TU.chromosome_14.6461,0
evm.TU.chromosome_14.6462,1
evm.TU.chromosome_14.6463,1
evm.TU.chromosome_14.6466,0
evm.TU.chromosome_14.6467,0
evm.TU.chromosome_14.6468,0
evm.TU.chromosome_14.6472,1
evm.TU.chromosome_14.6473,1
evm.TU.chromosome_14.6474,1
evm.TU.chromosome_14.6476,1
evm.TU.chromosome_14.6477,1
evm.TU.chromosome_14.6478,1
evm.TU.chromosome_14.6479,1
evm.TU.chromosome_14.648,1
evm.TU.chromosome_14.6480,1
evm.TU.chromosome_14.6481,0
evm.TU.chromosome_14.6483,1
evm.TU.chromosome_14.6484,0
evm.TU.chromosome_14.6488,1
evm.TU.chromosome_14.6489,1
evm.TU.chromosome_14.649,0
evm.TU.chromosome_14.6492,1
evm.TU.chromosome_14.6493,0
evm.TU.chromosome_14.6494,0
evm.TU.chromosome_14.6495,1
evm.TU.chromosome_14.6496,1
evm.TU.chromosome_14.6497,0
evm.TU.chromosome_14.6498,0
evm.TU.chromosome_14.6499,0
evm.TU.chromosome_14.65,1
evm.TU.chromosome_14.650,1
evm.TU.chromosome_14.6500,1
evm.TU.chromosome_14.6501,0
evm.TU.chromosome_14.6502,0
evm.TU.chromosome_14.6503,1
evm.TU.chromosome_14.6504,1
evm.TU.chromosome_14.6505,1
evm.TU.chromosome_14.6506,1
evm.TU.chromosome_14.6507,1
evm.TU.chromosome_14.6508,1
evm.TU.chromosome_14.6509,0
evm.TU.chromosome_14.651,0
evm.TU.chromosome_14.6511,0
evm.TU.chromosome_14.6516,1
evm.TU.chromosome_14.6517,1
evm.TU.chromosome_14.6519,0
evm.TU.chromosome_14.6521,1
evm.TU.chromosome_14.6523,1
evm.TU.chromosome_14.6524,1
evm.TU.chromosome_14.6525,0
evm.TU.chromosome_14.6526,0
evm.TU.chromosome_14.6527,1
evm.TU.chromosome_14.6528,1
evm.TU.chromosome_14.6529,1
evm.TU.chromosome_14.6530,0
evm.TU.chromosome_14.6531,0
evm.TU.chromosome_14.6532,1
evm.TU.chromosome_14.6533,1
evm.TU.chromosome_14.6534,0
evm.TU.chromosome_14.6535,1
evm.TU.chromosome_14.6536,1
evm.TU.chromosome_14.6537,1
evm.TU.chromosome_14.6538,0
evm.TU.chromosome_14.6539,0
evm.TU.chromosome_14.654,0
evm.TU.chromosome_14.6541,1
evm.TU.chromosome_14.6542,1
evm.TU.chromosome_14.6543,0
evm.TU.chromosome_14.6544,1
evm.TU.chromosome_14.6545,1
evm.TU.chromosome_14.6546,1
evm.TU.chromosome_14.6548,1
evm.TU.chromosome_14.655,1
evm.TU.chromosome_14.6550,1
evm.TU.chromosome_14.6556,1
evm.TU.chromosome_14.6559,0
evm.TU.chromosome_14.6560,1
evm.TU.chromosome_14.6561,1
evm.TU.chromosome_14.6562,1
evm.TU.chromosome_14.6563,1
evm.TU.chromosome_14.6564,1
evm.TU.chromosome_14.6566,1
evm.TU.chromosome_14.6567,0
evm.TU.chromosome_14.6568,0
evm.TU.chromosome_14.6569,0
evm.TU.chromosome_14.657,1
evm.TU.chromosome_14.6570,1
evm.TU.chromosome_14.6571,1
evm.TU.chromosome_14.6572,0
evm.TU.chromosome_14.6573,0
evm.TU.chromosome_14.6574,0
evm.TU.chromosome_14.6575,1
evm.TU.chromosome_14.6576,1
evm.TU.chromosome_14.6577,1
evm.TU.chromosome_14.6578,1
evm.TU.chromosome_14.6579,1
evm.TU.chromosome_14.658,0
evm.TU.chromosome_14.6580,1
evm.TU.chromosome_14.6581,1
evm.TU.chromosome_14.6582,0
evm.TU.chromosome_14.6583,0
evm.TU.chromosome_14.6584,0
evm.TU.chromosome_14.6585,0
evm.TU.chromosome_14.6586,1
evm.TU.chromosome_14.6587,0
evm.TU.chromosome_14.6588,0
evm.TU.chromosome_14.6589,1
evm.TU.chromosome_14.659,1
evm.TU.chromosome_14.6590,0
evm.TU.chromosome_14.6592,1
evm.TU.chromosome_14.6594,1
evm.TU.chromosome_14.6596,1
evm.TU.chromosome_14.6597,1
evm.TU.chromosome_14.6598,0
evm.TU.chromosome_14.6599,0
evm.TU.chromosome_14.66,1
evm.TU.chromosome_14.660,1
evm.TU.chromosome_14.6600,1
evm.TU.chromosome_14.6601,0
evm.TU.chromosome_14.6602,0
evm.TU.chromosome_14.6603,1
evm.TU.chromosome_14.6604,1
evm.TU.chromosome_14.6605,1
evm.TU.chromosome_14.6606,1
evm.TU.chromosome_14.6607,1
evm.TU.chromosome_14.6609,1
evm.TU.chromosome_14.661,1
evm.TU.chromosome_14.6610,0
evm.TU.chromosome_14.6611,1
evm.TU.chromosome_14.6612,1
evm.TU.chromosome_14.6613,1
evm.TU.chromosome_14.6616,0
evm.TU.chromosome_14.6617,1
evm.TU.chromosome_14.6618,1
evm.TU.chromosome_14.6619,1
evm.TU.chromosome_14.662,1
evm.TU.chromosome_14.6620,1
evm.TU.chromosome_14.6621,0
evm.TU.chromosome_14.6622,0
evm.TU.chromosome_14.6623,1
evm.TU.chromosome_14.6624,0
evm.TU.chromosome_14.6625,1
evm.TU.chromosome_14.6626,1
evm.TU.chromosome_14.6627,1
evm.TU.chromosome_14.6628,0
evm.TU.chromosome_14.6629,1
evm.TU.chromosome_14.663,1
evm.TU.chromosome_14.6630,1
evm.TU.chromosome_14.6631,1
evm.TU.chromosome_14.6632,1
evm.TU.chromosome_14.6633,1
evm.TU.chromosome_14.6634,1
evm.TU.chromosome_14.6635,1
evm.TU.chromosome_14.6636,1
evm.TU.chromosome_14.6637,1
evm.TU.chromosome_14.6638,1
evm.TU.chromosome_14.6639,1
evm.TU.chromosome_14.664,1
evm.TU.chromosome_14.6640,1
evm.TU.chromosome_14.6641,0
evm.TU.chromosome_14.6642,0
evm.TU.chromosome_14.6643,1
evm.TU.chromosome_14.6644,0
evm.TU.chromosome_14.6645,0
evm.TU.chromosome_14.6646,1
evm.TU.chromosome_14.6647,1
evm.TU.chromosome_14.6648,1
evm.TU.chromosome_14.6649,1
evm.TU.chromosome_14.665,1
evm.TU.chromosome_14.6651,1
evm.TU.chromosome_14.6652,0
evm.TU.chromosome_14.6653,0
evm.TU.chromosome_14.6654,1
evm.TU.chromosome_14.6655,0
evm.TU.chromosome_14.6656,0
evm.TU.chromosome_14.6657,0
evm.TU.chromosome_14.6658,0
evm.TU.chromosome_14.6659,0
evm.TU.chromosome_14.666,1
evm.TU.chromosome_14.6661,1
evm.TU.chromosome_14.6662,1
evm.TU.chromosome_14.6663,1
evm.TU.chromosome_14.6664,1
evm.TU.chromosome_14.6665,0
evm.TU.chromosome_14.6666,1
evm.TU.chromosome_14.6667,1
evm.TU.chromosome_14.6669,1
evm.TU.chromosome_14.667,0
evm.TU.chromosome_14.6670,1
evm.TU.chromosome_14.6671,1
evm.TU.chromosome_14.6673,0
evm.TU.chromosome_14.6674,0
evm.TU.chromosome_14.6675,1
evm.TU.chromosome_14.6676,1
evm.TU.chromosome_14.6677,1
evm.TU.chromosome_14.6678,0
evm.TU.chromosome_14.6679,1
evm.TU.chromosome_14.668,1
evm.TU.chromosome_14.6680,1
evm.TU.chromosome_14.6682,0
evm.TU.chromosome_14.6683,1
evm.TU.chromosome_14.6684,0
evm.TU.chromosome_14.6686,1
evm.TU.chromosome_14.6687,1
evm.TU.chromosome_14.669,1
evm.TU.chromosome_14.6691,1
evm.TU.chromosome_14.6692,1
evm.TU.chromosome_14.6693,0
evm.TU.chromosome_14.6695,1
evm.TU.chromosome_14.6696,1
evm.TU.chromosome_14.6697,1
evm.TU.chromosome_14.6698,0
evm.TU.chromosome_14.6699,1
evm.TU.chromosome_14.67,1
evm.TU.chromosome_14.6701,1
evm.TU.chromosome_14.6703,0
evm.TU.chromosome_14.6708,1
evm.TU.chromosome_14.6709,0
evm.TU.chromosome_14.671,1
evm.TU.chromosome_14.6710,0
evm.TU.chromosome_14.6711,1
evm.TU.chromosome_14.6714,0
evm.TU.chromosome_14.6715,0
evm.TU.chromosome_14.6716,1
evm.TU.chromosome_14.6718,1
evm.TU.chromosome_14.6719,0
evm.TU.chromosome_14.672,0
evm.TU.chromosome_14.6720,1
evm.TU.chromosome_14.6729,1
evm.TU.chromosome_14.673,0
evm.TU.chromosome_14.6730,1
evm.TU.chromosome_14.6734,1
evm.TU.chromosome_14.6735,0
evm.TU.chromosome_14.6736,1
evm.TU.chromosome_14.6737,1
evm.TU.chromosome_14.6738,0
evm.TU.chromosome_14.6739,1
evm.TU.chromosome_14.674,0
evm.TU.chromosome_14.6740,1
evm.TU.chromosome_14.6741,0
evm.TU.chromosome_14.6742,1
evm.TU.chromosome_14.6743,1
evm.TU.chromosome_14.6744,0
evm.TU.chromosome_14.6745,1
evm.TU.chromosome_14.6746,1
evm.TU.chromosome_14.6747,1
evm.TU.chromosome_14.6748,1
evm.TU.chromosome_14.6749,0
evm.TU.chromosome_14.675,0
evm.TU.chromosome_14.6750,1
evm.TU.chromosome_14.6751,1
evm.TU.chromosome_14.6754,1
evm.TU.chromosome_14.6757,0
evm.TU.chromosome_14.6758,1
evm.TU.chromosome_14.6759,0
evm.TU.chromosome_14.676,1
evm.TU.chromosome_14.6760,1
evm.TU.chromosome_14.6761,1
evm.TU.chromosome_14.6762,1
evm.TU.chromosome_14.6763,1
evm.TU.chromosome_14.6765,1
evm.TU.chromosome_14.6766,0
evm.TU.chromosome_14.6767,1
evm.TU.chromosome_14.6768,1
evm.TU.chromosome_14.677,1
evm.TU.chromosome_14.6771,1
evm.TU.chromosome_14.6772,1
evm.TU.chromosome_14.6774,1
evm.TU.chromosome_14.6775,1
evm.TU.chromosome_14.6776,1
evm.TU.chromosome_14.6777,1
evm.TU.chromosome_14.6778,1
evm.TU.chromosome_14.6779,1
evm.TU.chromosome_14.678,1
evm.TU.chromosome_14.6780,1
evm.TU.chromosome_14.6781,1
evm.TU.chromosome_14.6782,0
evm.TU.chromosome_14.6783,1
evm.TU.chromosome_14.6784,1
evm.TU.chromosome_14.6785,0
evm.TU.chromosome_14.6786,0
evm.TU.chromosome_14.6787,0
evm.TU.chromosome_14.6789,1
evm.TU.chromosome_14.679,1
evm.TU.chromosome_14.6792,1
evm.TU.chromosome_14.6793,1
evm.TU.chromosome_14.6794,1
evm.TU.chromosome_14.6795,1
evm.TU.chromosome_14.6797,0
evm.TU.chromosome_14.6798,0
evm.TU.chromosome_14.6799,0
evm.TU.chromosome_14.68,1
evm.TU.chromosome_14.680,0
evm.TU.chromosome_14.6800,1
evm.TU.chromosome_14.6801,0
evm.TU.chromosome_14.6802,1
evm.TU.chromosome_14.6804,1
evm.TU.chromosome_14.6805,0
evm.TU.chromosome_14.6806,1
evm.TU.chromosome_14.6807,0
evm.TU.chromosome_14.6808,1
evm.TU.chromosome_14.6809,0
evm.TU.chromosome_14.681,0
evm.TU.chromosome_14.6810,1
evm.TU.chromosome_14.6811,0
evm.TU.chromosome_14.6812,1
evm.TU.chromosome_14.6813,1
evm.TU.chromosome_14.6814,1
evm.TU.chromosome_14.6816,1
evm.TU.chromosome_14.6818,1
evm.TU.chromosome_14.6819,1
evm.TU.chromosome_14.682,1
evm.TU.chromosome_14.6820,1
evm.TU.chromosome_14.6821,1
evm.TU.chromosome_14.6822,1
evm.TU.chromosome_14.6824,1
evm.TU.chromosome_14.6825,1
evm.TU.chromosome_14.6826,1
evm.TU.chromosome_14.6827,1
evm.TU.chromosome_14.6828,0
evm.TU.chromosome_14.6829,0
evm.TU.chromosome_14.683,0
evm.TU.chromosome_14.6830,1
evm.TU.chromosome_14.6831,1
evm.TU.chromosome_14.6832,0
evm.TU.chromosome_14.6833_evm.TU.chromosome_14.6834,1
evm.TU.chromosome_14.6835,1
evm.TU.chromosome_14.6836,1
evm.TU.chromosome_14.6837,0
evm.TU.chromosome_14.6838,0
evm.TU.chromosome_14.6839,1
evm.TU.chromosome_14.684,1
evm.TU.chromosome_14.6840,1
evm.TU.chromosome_14.6841,1
evm.TU.chromosome_14.6842,1
evm.TU.chromosome_14.6843,1
evm.TU.chromosome_14.6844,1
evm.TU.chromosome_14.6845,1
evm.TU.chromosome_14.6846,1
evm.TU.chromosome_14.6847,1
evm.TU.chromosome_14.6848,1
evm.TU.chromosome_14.6849,0
evm.TU.chromosome_14.685,1
evm.TU.chromosome_14.6851,0
evm.TU.chromosome_14.6853,1
evm.TU.chromosome_14.6855,0
evm.TU.chromosome_14.6856,1
evm.TU.chromosome_14.6857,1
evm.TU.chromosome_14.6858,0
evm.TU.chromosome_14.6859,0
evm.TU.chromosome_14.686,1
evm.TU.chromosome_14.6860,0
evm.TU.chromosome_14.6861,1
evm.TU.chromosome_14.6862,0
evm.TU.chromosome_14.6863,1
evm.TU.chromosome_14.6864,1
evm.TU.chromosome_14.6867,1
evm.TU.chromosome_14.6868,1
evm.TU.chromosome_14.6869,1
evm.TU.chromosome_14.687,1
evm.TU.chromosome_14.6870,1
evm.TU.chromosome_14.6871,1
evm.TU.chromosome_14.6872,0
evm.TU.chromosome_14.6873,1
evm.TU.chromosome_14.6874,0
evm.TU.chromosome_14.6875,1
evm.TU.chromosome_14.6876,1
evm.TU.chromosome_14.6877,1
evm.TU.chromosome_14.6878,1
evm.TU.chromosome_14.6879,1
evm.TU.chromosome_14.688,1
evm.TU.chromosome_14.6880,1
evm.TU.chromosome_14.6881,1
evm.TU.chromosome_14.6882,1
evm.TU.chromosome_14.6883,0
evm.TU.chromosome_14.6884,0
evm.TU.chromosome_14.6885,0
evm.TU.chromosome_14.6886,1
evm.TU.chromosome_14.6887,1
evm.TU.chromosome_14.6888,1
evm.TU.chromosome_14.6889,1
evm.TU.chromosome_14.689,1
evm.TU.chromosome_14.6890,1
evm.TU.chromosome_14.6891,1
evm.TU.chromosome_14.6892,1
evm.TU.chromosome_14.6893,1
evm.TU.chromosome_14.6894,1
evm.TU.chromosome_14.6895,0
evm.TU.chromosome_14.6896,1
evm.TU.chromosome_14.6897,1
evm.TU.chromosome_14.6898,1
evm.TU.chromosome_14.6899,1
evm.TU.chromosome_14.69,1
evm.TU.chromosome_14.690,0
evm.TU.chromosome_14.6900,1
evm.TU.chromosome_14.6901,1
evm.TU.chromosome_14.6905,0
evm.TU.chromosome_14.6906,0
evm.TU.chromosome_14.6907,1
evm.TU.chromosome_14.6908,1
evm.TU.chromosome_14.6909,1
